Merek,Model,Varian,Tahun,harga,Jarak tempuh,Tipe bahan bakar,Transmisi,Kapasitas mesin
Nissan,Serena,2.0 Highway Star Autech Bensin-AT,2015,175000000.0,82500.0,Bensin,Automatic,2.0
Nissan,X-Trail,2.5 Bensin-AT,2014,155000000.0,92500.0,Bensin,Automatic,2.5
Honda,BR-V,1.5 E Prestige Bensin-AT,2016,155000000.0,97500.0,Bensin,Automatic,1.5
Toyota,Raize,1.0 Turbo GR Sport One Tone-AT,2022,198000000.0,27500.0,Bensin,Automatic,1.0
Honda,CR-V,2.4 Bensin-AT,2012,175000000.0,87500.0,Bensin,Automatic,2.4
Toyota,Kijang Innova,2.0 V Bensin-AT,2014,179000000.0,102500.0,Bensin,Automatic,2.0
Daihatsu,Terios,1.5 R Bensin-AT,2018,185000000.0,57500.0,Bensin,Automatic,1.5
Nissan,Navara,2.5 Solar-AT,2009,180000000.0,97500.0,Diesel,Automatic,2.5
Mazda,CX-5,2.5 Touring Bensin-AT,2014,175000000.0,152500.0,Bensin,Automatic,2.5
Toyota,Sienta,1.5 V Bensin-AT,2017,170000000.0,87500.0,Bensin,Automatic,1.5
Nissan,Serena,2.0 Highway Star Autech Bensin-AT,2015,175000000.0,82500.0,Bensin,Automatic,2.0
Nissan,X-Trail,2.5 Bensin-AT,2014,155000000.0,97500.0,Bensin,Automatic,2.5
Honda,Mobilio,1.5 RS Bensin-AT,2017,153000000.0,82500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 E Bensin-AT,2021,163000000.0,12500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 E Bensin-AT,2015,193000000.0,102500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 V Bensin-AT,2015,193000000.0,72500.0,Bensin,Automatic,2.0
Daihatsu,Terios,1.5 R Bensin-MT,2017,155000000.0,147500.0,Bensin,Manual,1.5
BMW,320i,2.0 E90 FACELIFT Bensin-AT,2010,169000000.0,62500.0,Bensin,Automatic,2.0
Honda,Jazz,1.5 New RS Bensin-AT,2017,199000000.0,102500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 RS Bensin-AT,2015,187500000.0,87500.0,Bensin,Automatic,1.5
Toyota,Yaris,1.5 S Bensin-AT,2014,160000000.0,57500.0,Bensin,Automatic,1.5
Honda,Odyssey,2.4 Bensin-AT,2011,177500000.0,132500.0,Bensin,Automatic,2.4
Honda,Brio,1.5 RS Bensin-AT,2021,179000000.0,47500.0,Bensin,Automatic,1.5
Mazda,Biante,2.0 Skyactiv Bensin-AT,2017,197000000.0,97500.0,Bensin,Automatic,2.0
Toyota,Yaris,1.5 TRD Sportivo Bensin-AT,2020,199000000.0,52500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 RS Bensin-AT,2013,159000000.0,132500.0,Bensin,Automatic,1.5
Mitsubishi,Outlander Sport,2.0 PX Bensin-AT,2014,159500000.0,167500.0,Bensin,Automatic,2.0
Honda,Brio,1.2 RS Bensin-AT,2021,188000000.0,32500.0,Bensin,Automatic,1.2
Honda,Jazz,1.5 New RS Bensin-AT,2015,188000000.0,62500.0,Bensin,Automatic,1.5
Mitsubishi,Xpander,1.5 New Sport Bensin-AT,2018,188000000.0,67500.0,Bensin,Automatic,1.5
Honda,CR-V,2.4 Bensin-AT,2014,160000000.0,107500.0,Bensin,Automatic,2.4
Toyota,Avanza,1.3 E STD Bensin-MT,2019,155000000.0,97500.0,Bensin,Manual,1.3
Honda,Brio,1.2 New E Bensin-AT,2019,151000000.0,52500.0,Bensin,Automatic,1.2
Honda,HR-V,1.5 S Bensin-AT,2017,165000000.0,87500.0,Bensin,Automatic,1.5
Daihatsu,Terios,1.5 X Deluxe IDS Bensin-AT,2021,199000000.0,32500.0,Bensin,Automatic,1.5
Toyota,Harrier,2.4 L Bensin-AT,2008,175000000.0,142500.0,Bensin,Automatic,2.4
Nissan,X-Trail,2.5 Bensin-AT,2014,155000000.0,97500.0,Bensin,Automatic,2.5
Toyota,Avanza,1.3 G Bensin-AT,2019,155000000.0,117500.0,Bensin,Automatic,1.3
Honda,Freed,1.5 E Bensin-AT,2013,152000000.0,102500.0,Bensin,Automatic,1.5
Honda,Brio Satya,1.2 New E Bensin-MT,2023,157000000.0,17500.0,Bensin,Manual,1.2
Honda,BR-V,1.5 E Prestige Bensin-AT,2016,155000000.0,182500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 E Bensin-AT,2015,189500000.0,107500.0,Bensin,Automatic,1.5
Toyota,Sienta,1.5 V Bensin-AT,2017,163500000.0,87500.0,Bensin,Automatic,1.5
Honda,CR-V,2.4 Bensin-AT,2013,180000000.0,127500.0,Bensin,Automatic,2.4
Toyota,Avanza,1.3 Veloz Bensin-MT,2020,185000000.0,122500.0,Bensin,Manual,1.3
Nissan,X-Trail,2.5 Bensin-AT,2015,165000000.0,82500.0,Bensin,Automatic,2.5
Wuling,Almaz,1.5 Smart Enjoy 7-Seater Bensin-AT,2020,169500000.0,37500.0,Bensin,Automatic,1.5
Toyota,Rush,1.5 TRD Sportivo Bensin-MT,2014,156000000.0,12500.0,Bensin,Manual,1.5
Mitsubishi,Xpander,1.5 GLS Bensin-MT,2021,185000000.0,32500.0,Bensin,Manual,1.5
Honda,Mobilio,1.5 E Bensin-AT,2019,172222222.0,67500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 E Bensin-AT,2020,157000000.0,27500.0,Bensin,Automatic,1.2
Toyota,Kijang Innova,2.0 V Bensin-AT,2014,179000000.0,127500.0,Bensin,Automatic,2.0
Toyota,Avanza,1.5 Veloz Bensin-AT,2019,178000000.0,92500.0,Bensin,Automatic,1.5
Hino,Dutro,4.0 Solar-MT,2012,160000000.0,300000.0,Diesel,Manual,4.0
Honda,Freed,1.5 S Bensin-AT,2013,165000000.0,77500.0,Bensin,Automatic,1.5
Nissan,Navara,2.5 Solar-AT,2008,185000000.0,162500.0,Diesel,Automatic,2.5
Suzuki,Ertiga,1.4 GL Bensin-MT,2019,155000000.0,67500.0,Bensin,Manual,1.4
Nissan,Livina,1.5 VE Bensin-AT,2019,175000000.0,107500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 New RS Bensin-AT,2019,185000000.0,37500.0,Bensin,Automatic,1.5
Chevrolet,Trax,1.4 Turbo LTZ Bensin-AT,2018,168000000.0,87500.0,Bensin,Automatic,1.4
Mitsubishi,Xpander,1.5 Sport Bensin-AT,2019,180000000.0,107500.0,Bensin,Automatic,1.5
Daihatsu,Terios,1.5 R Bensin-AT,2018,185000000.0,62500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 RS Bensin-AT,2014,175000000.0,57500.0,Bensin,Automatic,1.5
Honda,BR-V,1.5 Prestige Bensin-AT,2017,165000000.0,67500.0,Bensin,Automatic,1.5
Daihatsu,Xenia,1.5 R Bensin-AT,2021,188000000.0,37500.0,Bensin,Automatic,1.5
Honda,Accord,2.4 VTI-L Bensin-AT,2013,175000000.0,132500.0,Bensin,Automatic,2.4
Honda,BR-V,1.5 E Prestige Bensin-AT,2016,162000000.0,67500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 G Bensin-MT,2013,155000000.0,117500.0,Bensin,Manual,2.0
Mitsubishi,Xpander,1.5 Ultimate Bensin-AT,2017,185000000.0,77500.0,Bensin,Automatic,1.5
Honda,Accord,2.4 VTI-L Bensin-AT,2012,160000000.0,122500.0,Bensin,Automatic,2.4
Toyota,Avanza,1.5 New G Bensin-MT,2022,198000000.0,47500.0,Bensin,Manual,1.5
Honda,Freed,1.5 E Bensin-AT,2013,179999999.0,102500.0,Bensin,Automatic,1.5
Mitsubishi,Xpander,1.5 Ultimate Bensin-AT,2018,196000000.0,72500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 G Bensin-AT,2014,179000000.0,152500.0,Bensin,Automatic,2.0
Toyota,Harrier,2.4 Bensin-AT,2011,200000000.0,137500.0,Bensin,Automatic,2.4
Honda,Mobilio,1.5 E Bensin-AT,2018,157000000.0,92500.0,Bensin,Automatic,1.5
Toyota,Sienta,1.5 G Bensin-MT,2017,160000000.0,92500.0,Bensin,Manual,1.5
Toyota,Sienta,1.5 Q Bensin-AT,2017,182000000.0,72500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 G Captain Seat Bensin-AT,2015,175000000.0,152500.0,Bensin,Automatic,2.0
Honda,Mobilio,1.5 E Bensin-MT,2021,168000000.0,52500.0,Bensin,Manual,1.5
Toyota,Kijang Innova,2.0 G Captain Seat Bensin-AT,2015,175000000.0,152500.0,Bensin,Automatic,2.0
Toyota,Sienta,1.5 Q Bensin-AT,2017,182000000.0,72500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 E Bensin-MT,2021,168000000.0,52500.0,Bensin,Manual,1.5
Toyota,Avanza,1.3 Veloz Bensin-AT,2019,187500000.0,47500.0,Bensin,Automatic,1.3
Toyota,Kijang Innova,2.0 New G Bensin-AT,2011,167500000.0,102500.0,Diesel,Automatic,2.0
Nissan,X-Trail,2.5 Bensin-AT,2014,155000000.0,97500.0,Bensin,Automatic,2.5
Mazda,2,1.5 GT Skyactiv Bensin-AT,2016,190000000.0,62500.0,Bensin,Automatic,1.5
Wuling,Cortez,1.5S T Lux Bensin-AT,2021,155000000.0,77500.0,Bensin,Automatic,1.5
Toyota,Yaris,1.5 TRD Sportivo Bensin-AT,2014,159000000.0,87500.0,Bensin,Automatic,1.5
Honda,Brio,1.3 E Bensin-AT,2020,159000000.0,47500.0,Bensin,Automatic,1.3
Honda,Brio Satya,1.2 New E Bensin-AT,2023,175000000.0,12500.0,Bensin,Automatic,1.2
Toyota,Avanza,1.3 New G Bensin-AT,2019,165000000.0,72500.0,Bensin,Automatic,1.3
Nissan,X-Trail,2.5 CVT Bensin-AT,2016,195000000.0,92500.0,Bensin,Automatic,2.5
Nissan,X-Trail,2.5 CVT Bensin-AT,2015,185000000.0,102500.0,Bensin,Automatic,2.5
Honda,Freed,1.5 E Bensin-AT,2013,187000000.0,2500.0,Bensin,Automatic,1.5
Mazda,Biante,2.0 Skyactiv Bensin-AT,2018,190000000.0,97500.0,Bensin,Automatic,2.0
Toyota,Avanza,1.5 Veloz Bensin-AT,2019,175000000.0,42500.0,Bensin,Automatic,1.5
Honda,CR-V,2.0 i-VTEC Bensin-AT,2013,172500000.0,127500.0,Bensin,Automatic,2.0
Honda,HR-V,1.5 E Bensin-AT,2016,189000000.0,127500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 RS Bensin-AT,2015,185000000.0,62500.0,Bensin,Automatic,1.5
Toyota,Sienta,1.5 Q Bensin-AT,2016,158000000.0,97500.0,Bensin,Automatic,1.5
Mercedes-Benz,C200 Kompressor,1.8 Bensin-AT,2008,155000000.0,42500.0,Bensin,Automatic,1.8
Toyota,Kijang Innova,2.0 V Bensin-AT,2012,168000000.0,102500.0,Bensin,Automatic,2.0
Honda,City,1.5 E Bensin-AT,2015,175000000.0,102500.0,Bensin,Automatic,1.5
Suzuki,SX4,1.5 New S-Cross Bensin-AT,2017,153000000.0,97500.0,Bensin,Automatic,1.5
Honda,Odyssey,2.4 Bensin-AT,2012,195000000.0,112500.0,Bensin,Automatic,2.4
Nissan,X-Trail,2.5 T32 Bensin-AT,2015,178000000.0,87500.0,Bensin,Automatic,2.5
Mitsubishi,Delica,2.0 D5 Bensin-AT,2014,188000000.0,72500.0,Bensin,Automatic,2.0
Suzuki,Ertiga,1.4 GX Bensin-AT,2019,170000000.0,82500.0,Bensin,Automatic,1.4
Mazda,2,1.5 R Bensin-AT,2015,167000000.0,107500.0,Bensin,Automatic,1.5
Honda,CR-V,2.0 Bensin-AT,2013,185000000.0,107500.0,Bensin,Automatic,2.0
Wuling,Almaz,1.5 Bensin-AT,2019,189000000.0,92500.0,Bensin,Automatic,1.5
Suzuki,Ertiga,1.5 Sport Bensin-MT,2019,178000000.0,82500.0,Bensin,Manual,1.5
Nissan,X-Trail,2.0 Bensin-AT,2015,158000000.0,102500.0,Bensin,Automatic,2.0
Honda,CR-V,2.4 Prestige Bensin-AT,2013,195000000.0,122500.0,Bensin,Automatic,2.4
Honda,Mobilio,1.5 E Bensin-MT,2021,169000000.0,32500.0,Bensin,Manual,1.5
Honda,Mobilio,1.5 New RS Bensin-AT,2017,165000000.0,92500.0,Bensin,Automatic,1.5
Honda,CR-V,2.0 RM1 Bensin-AT,2015,196000000.0,107500.0,Bensin,Automatic,2.0
Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2016,168000000.0,72500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 New RS Bensin-AT,2021,185000000.0,12500.0,Bensin,Automatic,1.2
Mazda,2,1.5 R Bensin-AT,2015,170000000.0,117500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 V Bensin-AT,2014,179000000.0,172500.0,Bensin,Automatic,2.0
Honda,Freed,1.5 E Bensin-AT,2014,165000000.0,122500.0,Bensin,Automatic,1.5
Toyota,Yaris,1.5 TRD Sportivo Bensin-AT,2020,199000000.0,62500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 E Bensin-AT,2023,169000000.0,22500.0,Bensin,Automatic,1.2
Toyota,Avanza,1.3 G Bensin-MT,2019,178000000.0,82500.0,Bensin,Manual,1.3
Honda,CR-V,2.0 Bensin-AT,2015,195000000.0,42500.0,Bensin,Automatic,2.0
Nissan,X-Trail,2.5 Bensin-AT,2015,170000000.0,82500.0,Bensin,Automatic,2.5
Honda,Freed,1.5 S Bensin-AT,2015,175000000.0,102500.0,Bensin,Automatic,1.5
Mazda,CX-5,2.5 Bensin-AT,2014,185000000.0,92500.0,Bensin,Automatic,2.5
Honda,Jazz,1.5 RS Bensin-AT,2019,195000000.0,77500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 RS Bensin-AT,2015,180000000.0,72500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 RS Bensin-AT,2015,180000000.0,72500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 RS Limited Edition Bensin-AT,2016,160000000.0,82500.0,Bensin,Automatic,1.5
Mazda,2,mazda-2-67095-gt,2015,162000000.0,122500.0,Bensin,Automatic,2.0
Honda,Brio,1.2 New E Bensin-AT,2023,165000000.0,17500.0,Bensin,Automatic,1.2
Toyota,Avanza,1.3 E Bensin-MT,2020,163000000.0,67500.0,Bensin,Manual,1.3
Nissan,X-Trail,2.5 Bensin-AT,2014,165000000.0,107500.0,Bensin,Automatic,2.5
Honda,Brio Satya,1.2 New E Bensin-MT,2024,159500000.0,2500.0,Bensin,Manual,1.2
Toyota,Kijang Innova,2.0 G Bensin-AT,2013,170000000.0,117500.0,Bensin,Automatic,2.0
Suzuki,Ertiga,1.4 GL Bensin-MT,2018,153000000.0,112500.0,Bensin,Manual,1.4
Honda,Civic,2.0 FD Bensin-AT,2009,160000000.0,117500.0,Bensin,Automatic,2.0
Toyota,Rush,1.5 TRD Sportivo Bensin-MT,2015,160000000.0,92500.0,Bensin,Manual,1.5
Honda,Accord,2.4 VTI-L Bensin-AT,2012,160000000.0,122500.0,Bensin,Automatic,2.4
Toyota,Fortuner,2.7 G Bensin-AT,2010,165000000.0,132500.0,Bensin,Automatic,2.7
Honda,HR-V,1.5 S Bensin-MT,2017,198000000.0,72500.0,Bensin,Manual,1.5
Honda,Jazz,1.5 New RS Bensin-AT,2015,169500000.0,97500.0,Bensin,Automatic,1.5
Mitsubishi,Delica,2.0 D5 Bensin-AT,2014,198000000.0,72500.0,Bensin,Automatic,2.0
Suzuki,Ertiga,1.5 GX Bensin-AT,2019,185000000.0,67500.0,Bensin,Automatic,1.5
Honda,City,1.5 E Bensin-AT,2015,165000000.0,82500.0,Bensin,Automatic,1.5
Daihatsu,Rocky,1.0 R Bensin-MT,2021,175000000.0,42500.0,Bensin,Manual,1.0
Honda,Mobilio,1.5 RS Bensin-AT,2017,159000000.0,92500.0,Bensin,Automatic,1.5
Honda,Freed,1.5 S Bensin-AT,2013,188000000.0,37500.0,Bensin,Automatic,1.5
Daihatsu,Terios,1.5 R Deluxe Bensin-AT,2019,181500000.0,72500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 E Bensin-AT,2017,170000000.0,102500.0,Bensin,Automatic,1.5
Toyota,Rush,1.5 New G Bensin-AT,2020,199500000.0,57500.0,Bensin,Automatic,1.5
Chevrolet,Captiva,2.0 LTZ Solar-AT,2013,150000000.0,87500.0,Diesel,Automatic,2.0
Toyota,Avanza,1.5 New Veloz Bensin-MT,2019,180000000.0,77500.0,Bensin,Manual,1.5
Honda,HR-V,1.5 E Bensin-AT,2016,197000000.0,97500.0,Bensin,Automatic,1.5
Suzuki,XL7,1.5 Alpha Bensin-AT,2021,198000000.0,22500.0,Bensin,Automatic,1.5
Mitsubishi,Xpander,1.5 Ultimate Bensin-AT,2018,185000000.0,52500.0,Bensin,Automatic,1.5
Mazda,2,1.5 R Skyactiv Bensin-AT,2014,160000000.0,62500.0,Bensin,Automatic,1.5
Honda,City,1.5 E Bensin-AT,2014,160000000.0,72500.0,Bensin,Automatic,1.5
Suzuki,Ertiga,1.4 GL Bensin-AT,2017,156000000.0,57500.0,Bensin,Automatic,1.4
Nissan,Frontier,2.5 Double Cabin Solar-AT,2009,180000000.0,172500.0,Diesel,Automatic,2.5
Toyota,Kijang Innova,2.0 G Bensin-AT,2013,163000000.0,107500.0,Bensin,Automatic,2.0
Toyota,Avanza,1.5 G Bensin-MT,2022,189000000.0,27500.0,Bensin,Manual,1.5
Honda,City,1.5 Bensin-AT,2015,165000000.0,82500.0,Bensin,Automatic,1.5
Toyota,Yaris,1.5 TRD Sportivo Bensin-AT,2016,160000000.0,82500.0,Bensin,Automatic,1.5
Suzuki,Ertiga,1.4 GX Bensin-AT,2019,175000000.0,67500.0,Bensin,Automatic,1.4
Nissan,Juke,1.5 RX Red Interior Bensin-AT,2013,155000000.0,52500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 G Bensin-AT,2015,175000000.0,102500.0,Bensin,Automatic,2.0
Isuzu,Traga,2.5 Box Aluminium Solar-MT,2022,188500000.0,82500.0,Diesel,Manual,2.5
Mitsubishi,Outlander Sport,2.0 Limited Bensin-AT,2013,177000000.0,77500.0,Bensin,Automatic,2.0
Suzuki,XL7,1.5 Alpha Bensin-AT,2020,199000000.0,52500.0,Bensin,Automatic,1.5
Honda,BR-V,1.5 S Bensin-MT,2019,158000000.0,77500.0,Bensin,Manual,1.5
Honda,Brio,1.2 New E Bensin-AT,2021,159500000.0,17500.0,Bensin,Automatic,1.2
Honda,CR-V,2.0 Bensin-AT,2013,159000000.0,102500.0,Bensin,Automatic,2.0
Toyota,Avanza,1.5 Veloz Bensin-AT,2017,155000000.0,52500.0,Bensin,Automatic,1.5
Suzuki,Baleno,1.4 Bensin-AT,2020,175000000.0,57500.0,Bensin,Automatic,1.4
Daihatsu,Rocky,1.0 R Bensin-MT,2021,175000000.0,42500.0,Bensin,Manual,1.0
Daihatsu,Terios,1.5 X Deluxe Bensin-AT,2019,185000000.0,42500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 New RS Bensin-AT,2018,169000000.0,47500.0,Bensin,Automatic,1.2
Honda,CR-V,2.4 RM3 Bensin-AT,2015,169500000.0,97500.0,Bensin,Automatic,2.4
Honda,Brio,1.2 New E Bensin-AT,2020,159000000.0,67500.0,Bensin,Automatic,1.2
Toyota,Yaris,1.5 S Bensin-AT,2015,161000000.0,57500.0,Bensin,Automatic,1.5
Mazda,2,1.5 GT Skyactiv Bensin-AT,2015,177000000.0,82500.0,Bensin,Automatic,1.5
Mitsubishi,Xpander,1.5 Ultimate Bensin-AT,2018,179000000.0,182500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 E Bensin-AT,2023,159000000.0,22500.0,Bensin,Automatic,1.2
Toyota,Camry,2.5 V Bensin-AT,2012,165000000.0,102500.0,Bensin,Automatic,2.5
Honda,Brio,1.2 E Bensin-AT,2023,159000000.0,22500.0,Bensin,Automatic,1.2
Honda,Brio Satya,1.2 New E Bensin-AT,2023,159000000.0,27500.0,Bensin,Automatic,1.2
Daihatsu,Terios,1.5 X Bensin-MT,2020,182000000.0,52500.0,Bensin,Manual,1.5
Suzuki,SX4,1.5 S-Cross Bensin-AT,2018,188000000.0,52500.0,Bensin,Automatic,1.5
DFSK,Glory 580,1.8 Luxury Bensin-AT,2019,150000000.0,112500.0,Bensin,Automatic,1.8
Toyota,Avanza,1.3 G Bensin-MT,2018,165000000.0,12500.0,Bensin,Manual,1.3
Honda,Brio Satya,1.2 New E Bensin-AT,2021,165000000.0,17500.0,Bensin,Automatic,1.2
Honda,Jazz,1.5 RS Limited Edition Bensin-AT,2017,198500000.0,157500.0,Bensin,Automatic,1.5
Honda,CR-V,2.4 Bensin-AT,2012,155000000.0,117500.0,Bensin,Automatic,2.4
Chevrolet,Trax,1.4 Premier Bensin-AT,2018,180000000.0,57500.0,Bensin,Automatic,1.4
Honda,Jazz,1.5 RS Bensin-AT,2016,180000000.0,92500.0,Bensin,Automatic,1.5
Toyota,Rush,1.5 TRD Sportivo Ultimo Bensin-AT,2016,188000000.0,12500.0,Bensin,Automatic,1.5
Daihatsu,Xenia,1.3 R SPORTY Bensin-MT,2018,165000000.0,12500.0,Bensin,Manual,1.3
Nissan,Serena,2.0 Highway Star Bensin-AT,2017,175000000.0,122500.0,Bensin,Automatic,2.0
DFSK,Glory 580,1.8 Luxury Bensin-AT,2019,150000000.0,112500.0,Bensin,Automatic,1.8
Toyota,Avanza,1.5 Veloz Bensin-MT,2017,174000000.0,2500.0,Bensin,Manual,1.5
Daihatsu,Terios,1.5 Custom R Bensin-AT,2016,157000000.0,142500.0,Bensin,Automatic,1.5
Honda,Odyssey,2.4 Bensin-AT,2004,158000000.0,117500.0,Bensin,Automatic,2.4
Toyota,Camry,2.5 V Bensin-AT,2018,236000000.0,137500.0,Bensin,Automatic,2.5
Honda,HR-V,1.5 S Bensin-MT,2018,205000000.0,97500.0,Bensin,Manual,1.5
Toyota,Kijang Innova,2.0 G Bensin-AT,2017,225000000.0,97500.0,Bensin,Automatic,2.0
Toyota,Camry,2.5 V Bensin-AT,2015,241000000.0,107500.0,Bensin,Automatic,2.5
Toyota,Rush,1.5 G Bensin-AT,2023,238000000.0,17500.0,Bensin,Automatic,1.5
Suzuki,Ertiga,1.5 GX Hybrid-MT,2023,209000000.0,7500.0,Bensin,Manual,1.5
Toyota,Avanza,1.5 G Bensin-AT,2023,220000000.0,32500.0,Bensin,Automatic,1.5
Toyota,Avanza,1.5 Veloz Q TSS Bensin-AT,2022,249000000.0,27500.0,Bensin,Automatic,1.5
Mitsubishi,Xpander,1.5 Exceed Bensin-AT,2019,205000000.0,17500.0,Bensin,Automatic,1.5
Mitsubishi,Xpander,1.5 Cross Bensin-AT,2019,235000000.0,82500.0,Bensin,Automatic,1.5
Honda,HR-V,1.8 E Special Edition Bensin-AT,2019,235000000.0,92500.0,Bensin,Automatic,1.8
Honda,Jazz,1.5 RS Bensin-MT,2017,229000000.0,92500.0,Bensin,Manual,1.5
Honda,HR-V,1.5 E Bensin-AT,2018,239000000.0,27500.0,Bensin,Automatic,1.5
Honda,HR-V,1.8 Prestige Bensin-AT,2015,224000000.0,82500.0,Bensin,Automatic,1.8
Daihatsu,Terios,1.5 R Deluxe Bensin-AT,2021,217000000.0,27500.0,Bensin,Automatic,1.5
Mazda,CX-3,2.0 Touring Bensin-AT,2017,235000000.0,87500.0,Bensin,Automatic,2.0
Honda,City,1.5 Hatchback RS Bensin-AT,2021,225000000.0,22500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.5 G Solar-AT,2012,220000000.0,107500.0,Diesel,Automatic,2.5
Toyota,Yaris,1.5 TRD Sportivo Bensin-AT,2018,218000000.0,37500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 New RS Bensin-AT,2020,235000000.0,62500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 RS Urbanite Edition Bensin-AT,2023,203000000.0,7500.0,Bensin,Automatic,1.2
Suzuki,Baleno,1.4 Bensin-AT,2021,209000000.0,12500.0,Bensin,Automatic,1.4
Honda,Jazz,1.5 RS Bensin-AT,2018,230000000.0,62500.0,Bensin,Automatic,1.5
Toyota,Raize,1.0 GR Sport Two Tone Bensin-AT,2023,215000000.0,17500.0,Bensin,Automatic,1.0
Honda,HR-V,1.8 Prestige Bensin-AT,2016,238000000.0,27500.0,Bensin,Automatic,1.8
Honda,BR-V,1.5 E Bensin-AT,2023,238000000.0,7500.0,Bensin,Automatic,1.5
Toyota,Vellfire,2.4 Z Bensin-AT,2011,215000000.0,117500.0,Bensin,Automatic,2.4
Mazda,CX-5,2.5 Grand Touring Bensin-AT,2015,215000000.0,62500.0,Bensin,Automatic,2.5
Honda,HR-V,1.5 SE Bensin-AT,2018,229000000.0,72500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 E Special Edition Bensin-AT,2019,230000000.0,32500.0,Bensin,Automatic,1.5
Honda,WR-V,1.5 RS Bensin-AT,2023,240000000.0,12500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 E Special Edition Bensin-AT,2019,249000000.0,42500.0,Bensin,Automatic,1.5
Wuling,Almaz RS,1.5 T EX 7-Seater Bensin-AT,2022,250000000.0,32500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.4 G Solar-AT,2012,220000000.0,137500.0,Diesel,Automatic,2.4
Honda,CR-V,2.0 Bensin-AT,2015,208000000.0,97500.0,Bensin,Automatic,2.0
Mitsubishi,Xpander,1.5 Ultimate Bensin-AT,2022,243000000.0,47500.0,Bensin,Automatic,1.5
Honda,Freed,1.5 E Bensin-AT,2015,225000000.0,27500.0,Bensin,Automatic,1.5
Suzuki,Swift,1.6 Sport Bensin-MT,2014,215000000.0,72500.0,Bensin,Manual,1.6
Toyota,Kijang Innova,2.0 G Bensin-MT,2019,245000000.0,32500.0,Bensin,Manual,2.0
Toyota,Raize,1.0 GR Sport TSS One Tone Bensin-AT,2021,219000000.0,22500.0,Bensin,Automatic,1.0
Honda,Jazz,1.5 RS Bensin-AT,2018,245000000.0,22500.0,Bensin,Automatic,1.5
Honda,HR-V,1.8L Prestige-MT,2015,230000000.0,142500.0,Bensin,Manual,1.8
Honda,Jazz,1.5 RS Bensin-AT,2018,245000000.0,12500.0,Bensin,Automatic,1.5
Honda,CR-V,2.4 RM3 Bensin-AT,2016,220000000.0,77500.0,Bensin,Automatic,2.4
Daihatsu,Terios,1.5 R Bensin-AT,2021,207000000.0,42500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 New RS Bensin-MT,2018,222000000.0,52500.0,Bensin,Manual,1.5
Honda,HR-V,1.8 Limited Edition Bensin-AT,2015,235000000.0,117500.0,Bensin,Automatic,1.8
Suzuki,Ertiga,1.5 SS Hybrid-AT,2023,220000000.0,7500.0,Bensin,Automatic,1.5
Hyundai,Creta,1.5 Trend IVT Bensin-AT,2022,229000000.0,22500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 E Special Edition Bensin-AT,2020,240000000.0,57500.0,Bensin,Automatic,1.5
Toyota,Avanza,1.5 G Bensin-AT,2024,225000000.0,2500.0,Bensin,Automatic,1.5
Toyota,Camry,2.5 G Bensin-AT,2017,235000000.0,72500.0,Bensin,Automatic,2.5
Mitsubishi,Pajero Sport,2.5 Exceed Solar-AT,2013,229000000.0,132500.0,Diesel,Automatic,2.5
Suzuki,XL7,1.5 Alpha Hybrid-AT,2023,239500000.0,2500.0,Hybrid,Automatic,1.5
Honda,HR-V,1.8 Prestige Bensin-AT,2016,238000000.0,27500.0,Bensin,Automatic,1.8
Honda,HR-V,1.5 E Bensin-AT,2016,228000000.0,37500.0,Bensin,Automatic,1.5
