Merek,Model,Varian,Tahun,harga,Jarak tempuh,Tipe bahan bakar,Transmisi,Kapasitas mesin
Honda,Civic,1.5 Turbo Bensin-AT,2018,370000000.0,2500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.4 G Solar-MT,2019,310000000.0,62500.0,Diesel,Manual,2.4
Toyota,Fortuner,2.5 G Turbo Solar-MT,2014,285000000.0,142500.0,Diesel,Manual,2.5
Toyota,Kijang Innova,2.5 G Solar-MT,2014,230000000.0,132500.0,Diesel,Manual,2.5
Honda,Brio,1.2 E Bensin-AT,2014,118000000.0,117500.0,Bensin,Automatic,1.2
Honda,Jazz,1.5 RS Bensin-AT,2010,117000000.0,192500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 G Bensin-MT,2021,285000000.0,27500.0,Bensin,Manual,2.0
Daihatsu,Taft,2.8 Rocky Solar-MT,1997,190000000.0,77500.0,Diesel,Manual,2.8
Nissan,Murano,2.5 Bensin-AT,2006,130000000.0,292500.0,Bensin,Automatic,2.5
Honda,Brio,1.2 E Bensin-MT,2018,133000000.0,12500.0,Diesel,Manual,1.2
Honda,CR-V,1.5 Turbo Prestige Bensin-AT,2020,445000000.0,37500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 RS Bensin-AT,2012,139000000.0,92500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 E Bensin-AT,2013,155000000.0,132500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 A Bensin-AT,2012,138000000.0,27500.0,Bensin,Automatic,1.5
Honda,Freed,1.5 E Bensin-AT,2014,168000000.0,57500.0,Bensin,Automatic,1.5
Suzuki,Splash,1.2 Bensin-MT,2011,61500000.0,167500.0,Bensin,Manual,1.2
Honda,HR-V,1.5 SE Two Tone Bensin-AT,2023,150000000.0,17500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 RS Bensin-AT,2021,197000000.0,42500.0,Bensin,Automatic,1.2
Daihatsu,Sigra,1.2 New R Deluxe Bensin-MT,2017,115000000.0,32500.0,Bensin,Manual,1.2
Honda,Jazz,1.5 VTEC Bensin-AT,2008,95000000.0,152500.0,Bensin,Automatic,1.5
Honda,CR-V,1.5 Turbo Prestige Bensin-AT,2017,353000000.0,102500.0,Bensin,Automatic,1.5
Toyota,Yaris,1.5 TRD Sportivo Bensin-AT,2019,220000000.0,147500.0,Bensin,Automatic,1.5
Honda,Brio,RS 1.2-AT,2021,192000000.0,62500.0,Bensin,Automatic,1.2
Mitsubishi,Xpander,1.5 New Sport Bensin-AT,2019,220000000.0,27500.0,Bensin,Automatic,1.5
Isuzu,Panther,2.3 Solar-MT,1992,50000000.0,27500.0,Diesel,Manual,2.3
Honda,Brio,1.2 Satya E Bensin-MT,2017,120000000.0,300000.0,Bensin,Manual,1.2
Honda,Brio,1.2 E Limited Edition Bensin-AT,2016,121000000.0,97500.0,Bensin,Automatic,1.2
Toyota,Kijang,1.8 KF40 Bensin-MT,2003,68000000.0,197500.0,Bensin,Manual,1.8
Toyota,Kijang Innova,2.4 Solar-MT,2019,285000000.0,87500.0,Diesel,Manual,2.4
Honda,Brio,1.2 New RS Bensin-AT,2020,190000000.0,47500.0,Bensin,Automatic,1.2
Toyota,Yaris,1.5 TRD Sportivo Bensin-AT,2014,148000000.0,102500.0,Bensin,Automatic,1.5
Toyota,Yaris,1.5 GR Sport Bensin-AT,2022,250000000.0,47500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.5 G Solar-MT,2006,170000000.0,187500.0,Diesel,Manual,2.5
Toyota,Avanza,1.3 G Bensin-MT,2010,110000000.0,267500.0,Bensin,Manual,1.3
Datsun,Go+,1.2 T Bensin-AT,2018,105000000.0,52500.0,Bensin,Automatic,1.2
Mazda,2,1.5 Sedan Bensin-AT,2011,90000000.0,137500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 New RS Bensin-AT,2016,220000000.0,77500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 New E Bensin-AT,2022,325000000.0,22500.0,Bensin,Automatic,1.5
Chevrolet,Spin,1.5 LTZ Bensin-MT,2013,90000000.0,122500.0,Bensin,Manual,1.5
Toyota,Avanza,1.5 Veloz Bensin-AT,2012,128000000.0,192500.0,Bensin,Automatic,1.5
Toyota,Avanza,1.3 Veloz Bensin-MT,2017,175000000.0,92500.0,Bensin,Manual,1.3
Honda,CR-V,2.4 Bensin-AT,2007,99000000.0,122500.0,Bensin,Automatic,2.4
Toyota,Rush,1.5 TRD Sportivo Bensin-MT,2018,215000000.0,87500.0,Bensin,Manual,1.5
Toyota,Fortuner,2.4 VRZ GR Sport-AT,2023,545000000.0,27500.0,Diesel,Automatic,2.4
Daihatsu,Sigra,1.0 D Bensin-MT,2018,118000000.0,62500.0,Bensin,Manual,1.0
Honda,Brio,1.2 New RS Bensin-AT,2023,230000000.0,7500.0,Bensin,Automatic,1.2
Toyota,Vios limo,1.2 Bensin-MT,2014,95000000.0,297500.0,Bensin,Manual,1.2
Honda,HR-V,1.5 E Bensin-AT,2017,228000000.0,97500.0,Bensin,Automatic,1.5
Mitsubishi,Colt FE,3.2 Solar-MT,1990,40000000.0,300000.0,Diesel,Manual,3.2
Toyota,Agya,1.0 G Bensin-MT,2015,95000000.0,97500.0,Bensin,Manual,1.0
Honda,Brio,1.3 E Bensin-AT,2015,130000000.0,82500.0,Bensin,Automatic,1.3
Mitsubishi,Pajero Sport,2.5 Exceed Solar-AT,2010,195000000.0,252500.0,Diesel,Automatic,2.5
Toyota,Yaris,1.5 TRD Sportivo Bensin-AT,2015,150000000.0,112500.0,Bensin,Automatic,1.5
Mitsubishi,Lancer,1.6 Bensin-MT,1994,33000000.0,222500.0,Bensin,Manual,1.6
Honda,Brio,1.2 E Bensin-MT,2014,105000000.0,112500.0,Bensin,Manual,1.2
Toyota,Avanza,1.5 Veloz Bensin-AT,2015,150000000.0,132500.0,Bensin,Automatic,1.5
Ford,Ranger Double Cabin,2.2 XLS Solar-MT,2012,345000000.0,87500.0,Diesel,Manual,2.2
Honda,Brio,1.2 Satya S Bensin-MT,2015,102000000.0,97500.0,Bensin,Manual,1.2
Toyota,Avanza,1.3 G Bensin-AT,2019,179000000.0,92500.0,Bensin,Automatic,1.3
Honda,Brio,1.2 New E Bensin-AT,2021,173000000.0,17500.0,Hybrid,Automatic,1.2
Toyota,Fortuner,2.4 VRZ TRD Solar-AT,2021,490000000.0,47500.0,Diesel,Automatic,2.4
Honda,Brio,1.2 E Bensin-AT,2024,195000000.0,7500.0,Bensin,Automatic,1.2
Honda,HR-V,1.8 Prestige Bensin-AT,2015,255000000.0,62500.0,Bensin,Automatic,1.8
Honda,Accord,2.4 VTI-L Bensin-AT,2008,150000000.0,57500.0,Bensin,Automatic,2.4
Wuling,Cortez,1.8 L Lux AMT Bensin-AT,2018,135000000.0,97500.0,Bensin,Automatic,1.8
Toyota,Agya,1.0 TRD Sportivo Bensin-MT,2015,98500000.0,82500.0,Bensin,Manual,1.0
Toyota,Yaris,1.5 TRD Sportivo Bensin-AT,2019,215000000.0,72500.0,Bensin,Automatic,1.5
Honda,CR-V,2.4 Prestige Bensin-AT,2015,220000000.0,77500.0,Bensin,Automatic,2.4
Toyota,Fortuner,2.4 VRZ GR Sport-AT,2021,499000000.0,62500.0,Bensin,Automatic,2.4
Honda,Jazz,1.5 RS Bensin-AT,2019,240000000.0,27500.0,Bensin,Automatic,1.5
Toyota,Kijang,1.8 LGX Bensin-MT,1997,55000000.0,232500.0,Bensin,Manual,1.8
Mitsubishi,Strada Triton,2.5 Exceed Hi-Power Solar-MT,2010,207000000.0,147500.0,Diesel,Manual,2.5
Honda,Freed,1.5 E Bensin-AT,2012,139000000.0,77500.0,Bensin,Automatic,1.5
Honda,Freed,1.5 E Bensin-AT,2014,160000000.0,77500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 G Bensin-AT,2013,235000000.0,177500.0,Diesel,Automatic,2.0
Honda,Jazz,1.5 New RS Bensin-AT,2018,227000000.0,67500.0,Bensin,Automatic,1.5
Toyota,Avanza,1.5 Veloz Bensin-AT,2015,163000000.0,72500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 RS Bensin-AT,2016,194000000.0,122500.0,Bensin,Automatic,1.5
Toyota,Yaris,1.5 TRD Sportivo Bensin-AT,2015,155000000.0,67500.0,Bensin,Automatic,1.5
Toyota,Avanza,1.5 Veloz Bensin-AT,2015,163000000.0,62500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 RS Bensin-AT,2019,178850000.0,57500.0,Bensin,Automatic,1.2
Toyota,Agya,1.0 TRD Sportivo Bensin-AT,2015,106000000.0,52500.0,Bensin,Automatic,1.0
Honda,CR-V,2.4 Prestige Bensin-AT,2015,228000000.0,102500.0,Bensin,Automatic,2.4
Honda,CR-V,2.4 i-VTEC Bensin-AT,2009,115000000.0,142500.0,Bensin,Automatic,2.4
Toyota,Fortuner,2.4 VRZ TRD Solar-AT,2021,470000000.0,57500.0,Diesel,Automatic,2.4
Toyota,Sienta,1.5 V Bensin-MT,2016,145000000.0,62500.0,Bensin,Manual,1.5
Isuzu,Panther,2.5 Pick-up Solar-MT,2005,75000000.0,52500.0,Diesel,Manual,2.5
Honda,Mobilio,1.5 Prestige Bensin-AT,2015,145000000.0,87500.0,Bensin,Automatic,1.5
Mercedes-Benz,E240,2.6 Elegance Bensin-AT,2004,115000000.0,72500.0,Bensin,Automatic,2.6
Toyota,Kijang Innova,2.0 G Bensin-MT,2015,185000000.0,72500.0,Bensin,Manual,2.0
Toyota,Kijang,1.8 Bensin-MT,2002,48000000.0,47500.0,Bensin,Manual,1.8
Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2017,183000000.0,102500.0,Bensin,Automatic,1.5
Land Rover,Series,2.3 Bensin-MT,1986,235000000.0,52500.0,Bensin,Manual,2.3
Jeep,120,3.0 Solar-MT,1986,185000000.0,52500.0,Diesel,Manual,3.0
Toyota,Vios limo,1.2 Bensin-MT,2014,97000000.0,297500.0,Bensin,Manual,1.2
Toyota,Kijang Innova,2.0 G Bensin-MT,2012,150000000.0,142500.0,Bensin,Manual,2.0
Honda,Civic,1.5 RS Bensin-AT,2022,538000000.0,12500.0,Bensin,Automatic,1.5
Toyota,Yaris,1.5 J Bensin-MT,2012,105000000.0,112500.0,Bensin,Manual,1.5
Toyota,Vios,1.5 E Bensin-AT,2003,59000000.0,52500.0,Bensin,Automatic,1.5
Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2018,218000000.0,72500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 E Bensin-AT,2014,120000000.0,132500.0,Bensin,Automatic,1.2
Daihatsu,Terios,1.5 TX Bensin-AT,2022,215000000.0,17500.0,Bensin,Automatic,1.5
Toyota,Fortuner,2.7 G Bensin-AT,2013,209500000.0,117500.0,Bensin,Automatic,2.7
Honda,BR-V,1.5 E Prestige Bensin-AT,2016,169000000.0,57500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 E Bensin-AT,2015,210000000.0,17500.0,Bensin,Automatic,1.5
Kia,Picanto,1.2 SE 2 Bensin-MT,2013,85000000.0,97500.0,Bensin,Manual,1.2
Toyota,Kijang,1.5 LGX Bensin-MT,2001,98000000.0,102500.0,Diesel,Manual,1.5
Honda,HR-V,1.5 E Bensin-AT,2018,240000000.0,77500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 RS Bensin-MT,2017,133000000.0,82500.0,Bensin,Manual,1.2
Honda,Mobilio,1.5 New RS Bensin-AT,2017,169000000.0,102500.0,Bensin,Automatic,1.5
Honda,Civic,Turbo 1.5-AT,2017,335000000.0,67500.0,Bensin,Automatic,1.5
Daihatsu,Feroza,1.6 Bensin-MT,1994,35000000.0,300000.0,Bensin,Manual,1.6
Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2021,229000000.0,52500.0,Bensin,Automatic,1.5
Suzuki,APV,1.5 Bensin-MT,2007,75000000.0,97500.0,Bensin,Manual,1.5
Toyota,Corolla,1.6 Bensin-MT,1991,23000000.0,92500.0,Bensin,Manual,1.6
Chevrolet,Colorado,mobil-bekas-chevrolet-captiva-2.4-solar-mt,2014,120000000.0,117500.0,Diesel,Manual,2.4
Honda,HR-V,1.8 Prestige Bensin-AT,2017,268000000.0,77500.0,Bensin,Automatic,1.8
Mitsubishi,Triton,2.5 Double Cabin HDX Solar-MT,2017,190000000.0,132500.0,Diesel,Manual,2.5
Honda,CR-V,2.4 Bensin-AT,2008,95000000.0,197500.0,Bensin,Automatic,2.4
Toyota,Yaris,1.5 TRD Sportivo Bensin-AT,2014,155000000.0,112500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 E Bensin-MT,2014,105000000.0,107500.0,Bensin,Manual,1.2
Toyota,Rush,1.5 S Bensin-AT,2012,135000000.0,102500.0,Bensin,Automatic,1.5
Toyota,HILUX,2.0 Pick-Up Bensin-MT,2008,55000000.0,72500.0,Bensin,Manual,2.0
Mitsubishi,Mirage,1.2 Exceed Bensin-AT,2012,92000000.0,67500.0,Bensin,Automatic,1.2
Honda,HR-V,1.8 Prestige Bensin-AT,2015,245000000.0,102500.0,Bensin,Automatic,1.8
Mitsubishi,Pajero,2.4 Bensin-AT,2012,230000000.0,92500.0,Diesel,Automatic,2.4
Honda,HR-V,1.5 E Bensin-AT,2018,239000000.0,67500.0,Bensin,Automatic,1.5
Toyota,Vios limo,1.2 Bensin-MT,2008,53000000.0,82500.0,Bensin,Manual,1.2
Honda,Jazz,1.5 RS Bensin-AT,2019,255000000.0,22500.0,Bensin,Automatic,1.5
Toyota,Avanza,1.5 Veloz Q TSS Bensin-AT,2021,255000000.0,32500.0,Bensin,Automatic,1.5
Honda,HR-V,1.8 E Bensin-AT,2018,235000000.0,72500.0,Bensin,Automatic,1.8
Honda,City,1.5 Hatchback RS Bensin-AT,2021,265000000.0,22500.0,Bensin,Automatic,1.5
Toyota,HILUX,2.0 Pick-Up Bensin-MT,2021,158000000.0,52500.0,Bensin,Manual,2.0
Chevrolet,Aveo,1.3 Bensin-MT,2015,45000000.0,87500.0,Bensin,Manual,1.3
Toyota,Kijang,1.5 KF40 Bensin-MT,1991,23000000.0,12500.0,Bensin,Manual,1.5
Kia,Rio,1.4 Bensin-AT,2012,99000000.0,2500.0,Bensin,Automatic,1.4
Kia,Rio,1.4 Bensin-AT,2012,105000000.0,2500.0,Bensin,Automatic,1.4
Daihatsu,Ayla,1.0 X Deluxe Bensin-AT,2020,116500000.0,47500.0,Bensin,Automatic,1.0
Suzuki,Carry,1.0 Bensin-MT,1986,13000000.0,300000.0,Bensin,Manual,1.0
Mitsubishi,Pajero Sport,2.4 Dakar 4x2 Solar-AT,2017,420000000.0,152500.0,Diesel,Automatic,2.4
Toyota,Fortuner,2.5 G TRD Solar-MT,2015,315000000.0,132500.0,Diesel,Manual,2.5
Honda,Brio,1.2 RS Bensin-AT,2016,142500000.0,52500.0,Bensin,Automatic,1.2
Daihatsu,Sigra,1.2 X Bensin-AT,2017,115000000.0,87500.0,Bensin,Automatic,1.2
Toyota,Agya,1.2 G TRD Sportivo Bensin-AT,2018,135000000.0,102500.0,Bensin,Automatic,1.2
Toyota,Calya,1.2 G Bensin-MT,2018,128000000.0,57500.0,Bensin,Manual,1.2
Daihatsu,Ayla,1.0 X Deluxe Bensin-MT,2015,93000000.0,62500.0,Bensin,Manual,1.0
Honda,Brio,1.2 Satya E Bensin-MT,2022,145000000.0,37500.0,Bensin,Manual,1.2
Mitsubishi,Pajero Sport,2.4 Dakar 4x4 Solar-AT,2019,111111111.0,77500.0,Diesel,Automatic,2.4
Nissan,Grand livina,1.5 XV Facelift Bensin-AT,2013,94000000.0,107500.0,Bensin,Automatic,1.5
Daihatsu,Ayla,1.2 R Deluxe Bensin-AT,2021,130000000.0,67500.0,Bensin,Automatic,1.2
Honda,Civic,1.5 Bensin-MT,1987,23000000.0,157500.0,Bensin,Manual,1.5
Toyota,Kijang Innova,2.4 V Solar-MT,2015,260000000.0,107500.0,Diesel,Manual,2.4
Honda,Freed,1.5 E Bensin-AT,2010,125000000.0,107500.0,Bensin,Automatic,1.5
Toyota,Fortuner,2.5 G Solar-AT,2012,255000000.0,182500.0,Diesel,Automatic,2.5
Honda,Jazz,1.5 S Bensin-AT,2013,132000000.0,142500.0,Bensin,Automatic,1.5
Nissan,Grand livina,1.5 Ultimate Bensin-AT,2012,90000000.0,177500.0,Bensin,Automatic,1.5
Toyota,Vios limo,1.2 Bensin-MT,2009,55000000.0,7500.0,Bensin,Manual,1.2
Honda,Brio,1.2 E Bensin-AT,2015,115000000.0,112500.0,Bensin,Automatic,1.2
Honda,Civic,1.7 VTi-S Bensin-AT,2002,68000000.0,182500.0,Bensin,Automatic,1.7
BMW,318i,1.8 E36 Sedan Bensin-MT,1997,43000000.0,62500.0,Bensin,Manual,1.8
Honda,CR-V,2.4 Prestige Bensin-AT,2016,250000000.0,97500.0,Bensin,Automatic,2.4
Toyota,Fortuner,2.5 G TRD Solar-AT,2014,320000000.0,177500.0,Diesel,Automatic,2.5
Honda,CR-V,2.4 Bensin-AT,2012,162000000.0,97500.0,Bensin,Automatic,2.4
Honda,City,1.5 S Bensin-AT,2004,57500000.0,22500.0,Bensin,Automatic,1.5
Daihatsu,Xenia,1.0 M Deluxe Bensin-MT,2012,98000000.0,117500.0,Bensin,Manual,1.0
Honda,Accord,2.0 Bensin-MT,1990,17000000.0,17500.0,Bensin,Manual,2.0
Daihatsu,Xenia,1.0 Bensin-MT,2005,59000000.0,282500.0,Bensin,Manual,1.0
Honda,City,1.5 Bensin-AT,2009,99000000.0,157500.0,Bensin,Automatic,1.5
Nissan,Grand livina,1.5 XV Bensin-MT,2015,110000000.0,87500.0,Bensin,Manual,1.5
Honda,Brio,1.2 E Limited Edition Bensin-AT,2015,123000000.0,102500.0,Bensin,Automatic,1.2
Daihatsu,Ayla,1.2 R Bensin-MT,2017,113000000.0,62500.0,Bensin,Manual,1.2
Honda,Brio,1.2 RS Bensin-AT,2019,173000000.0,52500.0,Bensin,Automatic,1.2
Toyota,Sienta,1.5 V Bensin-AT,2017,179000000.0,67500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 RS Limited Edition Bensin-AT,2012,143000000.0,82500.0,Bensin,Automatic,1.5
Mitsubishi,Lancer,1.8 SEi Bensin-AT,2003,88000000.0,67500.0,Bensin,Automatic,1.8
Honda,HR-V,1.5 E Special Edition Bensin-AT,2019,270000000.0,42500.0,Bensin,Automatic,1.5
Daihatsu,Terios,1.5 R Custom Bensin-AT,2016,160000000.0,112500.0,Bensin,Automatic,1.5
Daihatsu,Espass,1.6 Bensin-MT,1997,19000000.0,27500.0,Bensin,Manual,1.6
Toyota,Starlet,1.3 Bensin-MT,1997,45000000.0,197500.0,Bensin,Manual,1.3
Toyota,Sienta,1.5 V Bensin-AT,2018,182000000.0,117500.0,Bensin,Automatic,1.5
Toyota,Rush,1.5 G Bensin-AT,2011,135000000.0,142500.0,Bensin,Automatic,1.5
Mitsubishi,Xpander,1.5 Ultimate Bensin-AT,2018,230000000.0,87500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 RS Bensin-AT,2008,100000000.0,272500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 Bensin-AT,2012,155000000.0,132500.0,Bensin,Automatic,2.0
Toyota,Yaris,1.5 S Bensin-AT,2012,125000000.0,137500.0,Bensin,Automatic,1.5
Mitsubishi,FE 73,3.9 Bensin-MT,2007,200000000.0,157500.0,Diesel,Manual,3.9
Toyota,Kijang Innova,2.4 Venturer Solar-MT,2019,365000000.0,52500.0,Diesel,Manual,2.4
Honda,HR-V,1.5 E Bensin-AT,2016,212000000.0,77500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 E Bensin-AT,2021,285000000.0,2500.0,Bensin,Automatic,1.5
Mitsubishi,Canter,3.5 Solar-MT,2022,457000000.0,112500.0,Diesel,Manual,3.5
Suzuki,Jimny,1.0 Bensin-MT,1990,31000000.0,12500.0,Bensin,Manual,1.0
Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2021,230000000.0,32500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 G Bensin-MT,2013,155000000.0,92500.0,Bensin,Manual,2.0
Toyota,Kijang Innova,2.0 G Bensin-AT,2015,175000000.0,92500.0,Bensin,Automatic,2.0
Honda,Brio,1.2 E Bensin-MT,2017,105000000.0,77500.0,Bensin,Manual,1.2
Honda,Freed,1.5 E Bensin-AT,2013,159000000.0,147500.0,Bensin,Automatic,1.5
Toyota,Fortuner,2.7 G Luxury Bensin-AT,2009,160000000.0,192500.0,Bensin,Automatic,2.7
Toyota,Avanza,1.5 New Veloz Bensin-AT,2019,195000000.0,62500.0,Bensin,Automatic,1.5
Honda,Accord,2.4 VTi Bensin-AT,2010,140000000.0,27500.0,Bensin,Automatic,2.4
Toyota,Avanza,1.3 E Bensin-MT,2008,85000000.0,27500.0,Bensin,Manual,1.3
Toyota,Twincam,1.6 Bensin-MT,1991,23000000.0,207500.0,Bensin,Manual,1.6
Nissan,Livina,1.5 Bensin-AT,2008,60000000.0,262500.0,Bensin,Automatic,1.5
Toyota,Great Corolla,1.6 Bensin-MT,1995,49000000.0,27500.0,Bensin,Manual,1.6
Honda,CR-V,1.5 Turbo Prestige Bensin-AT,2018,370000000.0,47500.0,Bensin,Automatic,1.5
Honda,HR-V,1.8L Prestige-AT,2015,225000000.0,142500.0,Bensin,Automatic,1.8
Toyota,Dyna,3.0 Bensin-MT,1996,150000000.0,42500.0,Bensin,Manual,3.0
Honda,City,1.5 VTEC Bensin-AT,2015,145000000.0,67500.0,Bensin,Automatic,1.5
Toyota,Land Cruiser,2.7 Prado Bensin-AT,2007,233000000.0,142500.0,Bensin,Automatic,2.7
Honda,Brio,1.2 E Bensin-AT,2015,122000000.0,52500.0,Bensin,Automatic,1.2
Ford,Everest,2.5 Solar-MT,2005,120000000.0,107500.0,Diesel,Manual,2.5
Honda,City,1.5 Hatchback RS Sensing Bensin-AT,2022,280000000.0,17500.0,Bensin,Automatic,1.5
Toyota,Fortuner,2.4 VRZ TRD Solar-AT,2018,420000000.0,87500.0,Diesel,Automatic,2.4
Toyota,Fortuner,2.5 G Turbo Solar-AT,2014,300000000.0,272500.0,Diesel,Automatic,2.5
Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2019,205000000.0,82500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 G Bensin-MT,2012,153000000.0,77500.0,Bensin,Manual,2.0
Toyota,Vios,1.5 G Bensin-AT,2014,130000000.0,102500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 E Bensin-AT,2015,138000000.0,17500.0,Bensin,Automatic,1.5
Daihatsu,Terios,1.5 R Bensin-AT,2021,220000000.0,17500.0,Bensin,Automatic,1.5
Toyota,Camry,"2,5 V-AT",2013,199000000.0,97500.0,Bensin,Automatic,2.0
Toyota,Kijang,1.8 LGX Bensin-MT,2003,68000000.0,300000.0,Bensin,Manual,1.8
Toyota,Rush,1.5 S Bensin-AT,2010,115000000.0,142500.0,Bensin,Automatic,1.5
Toyota,Kijang,1.8 Krista Bensin-MT,2002,78000000.0,197500.0,Diesel,Manual,1.8
Honda,HR-V,1.5 E Bensin-AT,2015,203000000.0,77500.0,Bensin,Automatic,1.5
Toyota,Rush,1.5 TRD Sportivo Bensin-MT,2015,155000000.0,67500.0,Bensin,Manual,1.5
Suzuki,APV Arena,1.5 GA Bensin-MT,2010,35000000.0,67500.0,Bensin,Manual,1.5
Toyota,Kijang Innova,2.4 G Solar-MT,2021,335000000.0,217500.0,Diesel,Manual,2.4
Honda,Jazz,1.5 RS Bensin-AT,2011,138000000.0,117500.0,Bensin,Automatic,1.5
Toyota,Calya,1.2 New G Bensin-MT,2021,132000000.0,47500.0,Bensin,Manual,1.2
Mitsubishi,Triton,2.5 Double Cabin Exceed Solar-MT,2011,215000000.0,117500.0,Diesel,Manual,2.5
Toyota,HILUX,2.4 4x2 Solar-MT,2013,111111111.0,117500.0,Diesel,Manual,2.4
Ford,Everest,2.5 XLT Solar-AT,2024,110000000.0,27500.0,Diesel,Automatic,2.5
Mitsubishi,Colt,3.9 136 PS FE 84 G HDI Solar-MT,1994,58000000.0,42500.0,Diesel,Manual,3.9
Mitsubishi,Xpander,1.5 Ultimate Bensin-AT,2019,111111111.0,82500.0,Bensin,Automatic,1.5
Toyota,Raize,1.0 Turbo GR Sport Bensin-AT,2021,217000000.0,77500.0,Bensin,Automatic,1.0
Mitsubishi,Xpander,1.5 Cross Bensin-AT,2021,247000000.0,52500.0,Bensin,Automatic,1.5
Mitsubishi,Strada Triton,2.5 Exceed Hi-Power Solar-MT,2013,111111111.0,122500.0,Diesel,Manual,2.5
Honda,Freed,1.5 E Bensin-AT,2014,178000000.0,117500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 RS Limited Edition Bensin-AT,2014,145000000.0,117500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 V Bensin-MT,2005,90000000.0,227500.0,Bensin,Manual,2.0
Mitsubishi,FE74,3.9 Solar-MT,2015,280000000.0,252500.0,Diesel,Manual,3.9
Honda,Brio,1.2 E Bensin-MT,2017,120000000.0,117500.0,Bensin,Manual,1.2
Toyota,Vellfire,2.4 GS Bensin-AT,2013,295000000.0,107500.0,Bensin,Automatic,2.4
Suzuki,Ertiga,1.4 GL Bensin-MT,2018,135000000.0,72500.0,Bensin,Manual,1.4
Mitsubishi,Pajero Sport,2.4 Dakar 4x2 Solar-AT,2021,500000000.0,27500.0,Diesel,Automatic,2.4
Mitsubishi,FE74,3.9 Solar-MT,2015,295000000.0,182500.0,Diesel,Manual,3.9
BMW,318i,1.8 Bensin-AT,2002,165000000.0,117500.0,Bensin,Automatic,1.8
Honda,Civic,1.8 Bensin-AT,2010,125000000.0,92500.0,Bensin,Automatic,1.8
Toyota,Agya,1.0 TRD Sportivo Bensin-AT,2016,115000000.0,82500.0,Bensin,Automatic,1.0
Toyota,Kijang Innova,2.0 Venturer Bensin-AT,2018,440000000.0,67500.0,Diesel,Automatic,2.0
Toyota,Avanza,1.5 Veloz Bensin-AT,2015,139999999.0,127500.0,Bensin,Automatic,1.5
Toyota,Fortuner,2.4 4x2 VRZ Solar-AT,2016,375000000.0,102500.0,Diesel,Automatic,2.4
Toyota,Avanza,1.5 Veloz Bensin-AT,2012,133000000.0,52500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.5 V Solar-AT,2020,405000000.0,47500.0,Diesel,Automatic,2.5
Toyota,Kijang Innova,2.4 G Solar-MT,2014,256000000.0,77500.0,Diesel,Manual,2.4
Honda,HR-V,1.5 E Bensin-AT,2019,260000000.0,72500.0,Bensin,Automatic,1.5
Honda,Freed,1.5 E Bensin-AT,2014,167000000.0,57500.0,Bensin,Automatic,1.5
Suzuki,Carry,1.5 Pick-up Bensin-MT,2020,90000000.0,67500.0,Bensin,Manual,1.5
Suzuki,Carry,1.5 Bensin-MT,2018,100000000.0,7500.0,Bensin,Manual,1.5
Mitsubishi,Mirage,1.2 Bensin-AT,2012,95000000.0,47500.0,Bensin,Automatic,1.2
Toyota,Kijang Innova,2.4 G Solar-AT,2022,375000000.0,2500.0,Diesel,Automatic,2.4
Honda,CR-V,2.0 Prestige Bensin-AT,2013,185000000.0,157500.0,Bensin,Automatic,2.0
Toyota,Rush,1.5 TRD Sportivo 7 Bensin-AT,2018,215000000.0,37500.0,Bensin,Automatic,1.5
Toyota,Agya,1.2 GR Sport Bensin-MT,2023,145000000.0,12500.0,Bensin,Manual,1.2
Honda,Mobilio,1.5 Prestige Bensin-AT,2021,188000000.0,27500.0,Bensin,Automatic,1.5
